Id,IsDeleted,CaseNumber,ContactId,AccountId,AssetId,ParentId,SuppliedName,SuppliedEmail,SuppliedPhone,SuppliedCompany,Type,Status,Reason,Origin,Subject,Priority,Description,IsClosed,ClosedDate,IsEscalated,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,ContactPhone,ContactMobile,ContactEmail,ContactFax,LastViewedDate,LastReferencedDate,Employee_ID__c,Member_ID__c,Passport_ID__c,SSN__c
5000U00000AQkKJQA1,,00002236,0030U00000p33elQAA,0010U000010rDPsQAM,,,,,,,Enrollment,Closed,Enrollment,Phone,Transfer service,Low,I need help transferring my service to another account.,1,2020-04-14T22:33:55.000+0000,,0050U000002zM7qQAE,2020-04-14T22:33:55.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:55.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:55.000+0000,(555) 833-1867,(555) 374-6029,bernardina.jundt@example.com,,2020-04-14T22:33:56.000+0000,2020-04-14T22:33:56.000+0000,000354763317,000731897949,000170571154,000-84-6546
5000U00000AQkKKQA1,,00002237,0030U00000p33emQAA,0010U000010rDPtQAM,,,,,,,Enrollment,New,Enrollment,Web,Transfer service,Medium,I need help transferring my service to another account.,,,,0050U000002zM7qQAE,2020-04-14T22:33:55.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:55.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:55.000+0000,(555) 351-2723,(555) 956-4847,drema.tsinnie@example.com,,2020-04-14T22:33:56.000+0000,2020-04-14T22:33:56.000+0000,000380888185,000774887432,000329144899,000-24-4625
5000U00000AQkKLQA1,,00002238,0030U00000p33enQAA,0010U000010rDPuQAM,,,,,,,Cancellation,Closed,Cancellation,Email,Cancel my service,Medium,I'm moving and will no longer need my service and need assistant to cancel.,1,2020-04-14T22:34:02.000+0000,,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,(555) 312-5189,(555) 809-9707,yung.fukunaga@example.com,,2020-04-14T22:34:03.000+0000,2020-04-14T22:34:03.000+0000,000619598008,000839677377,000982716841,000-21-2408
5000U00000AQkL5QAL,,00002284,0030U00000p33fcQAA,0010U000010rDQeQAM,,,,,,,Enrollment,New,Enrollment,Phone,Transfer service,Medium,I need help transferring my service to another account.,,,,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,(555) 473-6196,(555) 489-5286,shasta.laughon@example.com,,2020-04-14T22:34:03.000+0000,2020-04-14T22:34:03.000+0000,000613414433,000540888458,000119022707,000-82-7495
5000U00000AQkL6QAL,,00002285,0030U00000p33fdQAA,0010U000010rDQfQAM,,,,,,,Claim,Closed,Claim,Email,File a new claim,Low,I'd like to file a new claim and have some questions about the information required.,1,2020-04-14T22:34:02.000+0000,,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,(555) 934-5992,(555) 988-4409,pinkie.nembhard@example.com,,2020-04-14T22:34:03.000+0000,2020-04-14T22:34:03.000+0000,000638076561,000891966527,000242547443,000-88-9870
5000U00000AQkL7QAL,,00002286,0030U00000p33feQAA,0010U000010rDQgQAM,,,,,,,Cancellation,Closed,Cancellation,Email,Cancel my service,Medium,I'm moving and will no longer need my service and need assistant to cancel.,1,2020-04-14T22:34:02.000+0000,,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,(555) 513-4164,(555) 960-5678,francina.amott@example.com,,2020-04-14T22:34:03.000+0000,2020-04-14T22:34:03.000+0000,000400107840,000668597039,000633381696,000-98-7072
5000U00000AQkKeQAL,,00002257,0030U00000p33fBQAQ,0010U000010rDQDQA2,,,,,,,Claim,Closed,Claim,Email,File a new claim,High,I'd like to file a new claim and have some questions about the information required.,1,2020-04-14T22:34:02.000+0000,,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,(555) 124-5569,(555) 285-6474,reva.kosik@example.com,,2020-04-14T22:34:03.000+0000,2020-04-14T22:34:03.000+0000,000977928063,000581053150,000680939540,000-31-2995
5000U00000AQkKbQAL,,00002254,0030U00000p33f8QAA,0010U000010rDQAQA2,,,,,,,Support,New,Support,Email,Problems using service,Medium,I'm having difficult using the service and would like some assistant.,,,,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,(555) 390-6331,(555) 136-5723,temeka.massed@example.com,,2020-04-14T22:34:03.000+0000,2020-04-14T22:34:03.000+0000,000394851318,000744936927,000922231496,000-56-9624
5000U00000AQkKcQAL,,00002255,0030U00000p33f9QAA,0010U000010rDQBQA2,,,,,,,Claim,Escalated,Claim,Email,File a new claim,Medium,I'd like to file a new claim and have some questions about the information required.,,,,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,(555) 857-5694,(555) 653-5343,katherin.elks@example.com,,2020-04-14T22:34:03.000+0000,2020-04-14T22:34:03.000+0000,000244062401,000527833191,000824737803,000-78-5318
5000U00000AQkKdQAL,,00002256,0030U00000p33fAQAQ,0010U000010rDQCQA2,,,,,,,Billing,Closed,Billing,Phone,Question about my bill,Low,I received my latest billing invoice and have questions about 1 of the line items.,1,2020-04-14T22:34:02.000+0000,,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,(555) 307-5844,(555) 669-6236,stuart.kidney@example.com,,2020-04-14T22:34:03.000+0000,2020-04-14T22:34:03.000+0000,000337502357,000361650943,000374254582,000-36-5248
5000U00000AQkKUQA1,,00002247,0030U00000p33f1QAA,0010U000010rDQ3QAM,,,,,,,Enrollment,New,Enrollment,Phone,Transfer service,Medium,I need help transferring my service to another account.,,,,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,(555) 178-2403,(555) 487-9874,lauretta.yasutake@example.com,,2020-04-14T22:34:03.000+0000,2020-04-14T22:34:03.000+0000,000807805356,000944449163,000826186566,000-63-5716
5000U00000AQkKVQA1,,00002248,0030U00000p33f2QAA,0010U000010rDQ4QAM,,,,,,,Enrollment,Closed,Enrollment,Email,Transfer service,Medium,I need help transferring my service to another account.,1,2020-04-14T22:34:02.000+0000,,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,(555) 961-1366,(555) 123-2117,maryjane.ledgerwood@example.com,,2020-04-14T22:34:03.000+0000,2020-04-14T22:34:03.000+0000,000327437963,000942778333,000376889452,000-86-8336
5000U00000AQkKWQA1,,00002249,0030U00000p33f3QAA,0010U000010rDQ5QAM,,,,,,,Support,Closed,Support,Phone,Problems using service,Medium,I'm having difficult using the service and would like some assistant.,1,2020-04-14T22:34:02.000+0000,,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,(555) 420-8406,(555) 867-7338,nadine.clarey@example.com,,2020-04-14T22:34:03.000+0000,2020-04-14T22:34:03.000+0000,000235391522,000727441626,000592797302,000-52-7523
5000U00000AQkL2QAL,,00002281,0030U00000p33fZQAQ,0010U000010rDQbQAM,,,,,,,Billing,New,Billing,Phone,Question about my bill,Medium,I received my latest billing invoice and have questions about 1 of the line items.,,,,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,(555) 447-9521,(555) 897-8810,paola.battey@example.com,,2020-04-14T22:34:03.000+0000,2020-04-14T22:34:03.000+0000,000774874823,000777472939,000233678130,000-91-1166
5000U00000AQkL3QAL,,00002282,0030U00000p33faQAA,0010U000010rDQcQAM,,,,,,,Claim,Escalated,Claim,Phone,File a new claim,Medium,I'd like to file a new claim and have some questions about the information required.,,,,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,(555) 880-2175,(555) 711-9390,fe.eubank@example.com,,2020-04-14T22:34:03.000+0000,2020-04-14T22:34:03.000+0000,000116931958,000192481400,000581626800,000-69-5378
5000U00000AQkL4QAL,,00002283,0030U00000p33fbQAA,0010U000010rDQdQAM,,,,,,,Cancellation,Escalated,Cancellation,Phone,Cancel my service,High,I'm moving and will no longer need my service and need assistant to cancel.,,,,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,(555) 195-5294,(555) 260-4585,earline.yoshikawa@example.com,,2020-04-14T22:34:03.000+0000,2020-04-14T22:34:03.000+0000,000498719701,000114681956,000285368478,000-58-2130
5000U00000AQkK3QAL,,00002220,0030U00000p33eVQAQ,0010U000010rDPcQAM,,,,,,,Claim,New,Claim,Phone,File a new claim,Medium,I'd like to file a new claim and have some questions about the information required.,,,,0050U000002zM7qQAE,2020-04-14T22:33:55.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:55.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:55.000+0000,(555) 804-1430,(555) 502-2008,erich.stamp@example.com,,2020-04-14T22:33:56.000+0000,2020-04-14T22:33:56.000+0000,000368500908,000297550365,000310254742,000-43-4459
5000U00000AQkK4QAL,,00002221,0030U00000p33eWQAQ,0010U000010rDPdQAM,,,,,,,Cancellation,Escalated,Cancellation,Phone,Cancel my service,Low,I'm moving and will no longer need my service and need assistant to cancel.,,,,0050U000002zM7qQAE,2020-04-14T22:33:55.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:55.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:55.000+0000,(555) 564-6471,(555) 823-5545,marylin.tiede@example.com,,2020-04-14T22:33:56.000+0000,2020-04-14T22:33:56.000+0000,000807296805,000851662143,000706288943,000-95-5575
5000U00000AQkK5QAL,,00002222,0030U00000p33eXQAQ,0010U000010rDPeQAM,,,,,,,Enrollment,Closed,Enrollment,Email,Transfer service,Low,I need help transferring my service to another account.,1,2020-04-14T22:33:55.000+0000,,0050U000002zM7qQAE,2020-04-14T22:33:55.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:55.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:55.000+0000,(555) 419-8003,(555) 184-5352,quinn.penner@example.com,,2020-04-14T22:33:56.000+0000,2020-04-14T22:33:56.000+0000,000266608209,000821905108,000692991326,000-25-7281
5000U00000AQkKsQAL,,00002271,0030U00000p33fPQAQ,0010U000010rDQRQA2,,,,,,,Claim,New,Claim,Phone,File a new claim,Medium,I'd like to file a new claim and have some questions about the information required.,,,,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,(555) 915-6247,(555) 525-8984,janiece.bergreen@example.com,,2020-04-14T22:34:03.000+0000,2020-04-14T22:34:03.000+0000,000785257519,000723105361,000247795236,000-38-4075
5000U00000AQkKtQAL,,00002272,0030U00000p33fQQAQ,0010U000010rDQSQA2,,,,,,,Other,Closed,Other,Phone,Transfer service,Medium,I need help transferring my service to another account.,1,2020-04-14T22:34:02.000+0000,,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,(555) 136-9709,(555) 430-3431,shirlene.caparelli@example.com,,2020-04-14T22:34:03.000+0000,2020-04-14T22:34:03.000+0000,000857846108,000727823565,000757791886,000-91-8720
5000U00000AQkKuQAL,,00002273,0030U00000p33fRQAQ,0010U000010rDQTQA2,,,,,,,Claim,Closed,Claim,Email,File a new claim,Medium,I'd like to file a new claim and have some questions about the information required.,1,2020-04-14T22:34:02.000+0000,,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,(555) 606-2411,(555) 587-6681,wilson.falvo@example.com,,2020-04-14T22:34:03.000+0000,2020-04-14T22:34:03.000+0000,000981864696,000450818255,000984254181,000-65-1717
5000U00000AQkKMQA1,,00002239,0030U00000p33eoQAA,0010U000010rDPvQAM,,,,,,,Cancellation,New,Cancellation,Phone,Cancel my service,Medium,I'm moving and will no longer need my service and need assistant to cancel.,,,,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,(555) 533-8635,(555) 850-3573,shizuko.flaharty@example.com,,2020-04-14T22:34:03.000+0000,2020-04-14T22:34:03.000+0000,000916726172,000207578896,000993948713,000-64-4192
5000U00000AQkKNQA1,,00002240,0030U00000p33euQAA,0010U000010rDPwQAM,,,,,,,Other,New,Other,Web,Transfer service,Medium,I need help transferring my service to another account.,,,,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,(555) 809-4697,(555) 529-9473,susan.bollen@example.com,,2020-04-14T22:34:03.000+0000,2020-04-14T22:34:03.000+0000,000317007427,000513659843,000466853948,000-93-6869
5000U00000AQkKOQA1,,00002241,0030U00000p33evQAA,0010U000010rDPxQAM,,,,,,,Other,Closed,Other,Phone,Transfer service,Medium,I need help transferring my service to another account.,1,2020-04-14T22:34:02.000+0000,,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,(555) 173-2991,(555) 538-3968,bridgett.heuberger@example.com,,2020-04-14T22:34:03.000+0000,2020-04-14T22:34:03.000+0000,000424713684,000625374692,000332167243,000-95-8470
5000U00000AQkKPQA1,,00002242,0030U00000p33ewQAA,0010U000010rDPyQAM,,,,,,,Enrollment,Closed,Enrollment,Email,Transfer service,Medium,I need help transferring my service to another account.,1,2020-04-14T22:34:02.000+0000,,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,(555) 408-3104,(555) 616-2725,karl.pfeister@example.com,,2020-04-14T22:34:03.000+0000,2020-04-14T22:34:03.000+0000,000488279765,000150144893,000848220200,000-94-3800
5000U00000AQkKjQAL,,00002262,0030U00000p33fGQAQ,0010U000010rDQIQA2,,,,,,,Cancellation,Escalated,Cancellation,Email,Cancel my service,Low,I'm moving and will no longer need my service and need assistant to cancel.,,,,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,(555) 959-1144,(555) 937-6203,katia.filgo@example.com,,2020-04-14T22:34:03.000+0000,2020-04-14T22:34:03.000+0000,000913613218,000728681727,000962525280,000-24-1208
5000U00000AQkKkQAL,,00002263,0030U00000p33fHQAQ,0010U000010rDQJQA2,,,,,,,Enrollment,New,Enrollment,Phone,Transfer service,Medium,I need help transferring my service to another account.,,,,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,(555) 501-1913,(555) 239-3639,earlene.fash@example.com,,2020-04-14T22:34:03.000+0000,2020-04-14T22:34:03.000+0000,000428407484,000978498673,000295187222,000-37-7582
5000U00000AQkKlQAL,,00002264,0030U00000p33fIQAQ,0010U000010rDQKQA2,,,,,,,Cancellation,New,Cancellation,Email,Cancel my service,Medium,I'm moving and will no longer need my service and need assistant to cancel.,,,,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,(555) 577-6498,(555) 646-9994,scot.naderman@example.com,,2020-04-14T22:34:03.000+0000,2020-04-14T22:34:03.000+0000,000313099349,000589473634,000625775775,000-94-8255
5000U00000AQkKpQAL,,00002268,0030U00000p33fMQAQ,0010U000010rDQOQA2,,,,,,,Enrollment,Closed,Enrollment,Phone,Transfer service,Medium,I need help transferring my service to another account.,1,2020-04-14T22:34:02.000+0000,,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,(555) 842-8573,(555) 492-6714,luella.thammavong@example.com,,2020-04-14T22:34:03.000+0000,2020-04-14T22:34:03.000+0000,000630795773,000136734571,000963371612,000-92-3604
5000U00000AQkKqQAL,,00002269,0030U00000p33fNQAQ,0010U000010rDQPQA2,,,,,,,Claim,New,Claim,Phone,File a new claim,High,I'd like to file a new claim and have some questions about the information required.,,,,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,(555) 175-2809,(555) 821-8035,henriette.vanetten@example.com,,2020-04-14T22:34:03.000+0000,2020-04-14T22:34:03.000+0000,000720770291,000587080289,000817971609,000-33-6615
5000U00000AQkKmQAL,,00002265,0030U00000p33fJQAQ,0010U000010rDQLQA2,,,,,,,Claim,Escalated,Claim,Email,File a new claim,Low,I'd like to file a new claim and have some questions about the information required.,,,,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,(555) 281-7241,(555) 742-3158,nadine.muldrew@example.com,,2020-04-14T22:34:03.000+0000,2020-04-14T22:34:03.000+0000,000722723157,000517601241,000347336439,000-18-1946
5000U00000AQkKnQAL,,00002266,0030U00000p33fKQAQ,0010U000010rDQMQA2,,,,,,,Enrollment,New,Enrollment,Phone,Transfer service,Medium,I need help transferring my service to another account.,,,,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,0050U000002zM7qQAE,2020-04-14T22:34:02.000+0000,(555) 904-2413,(555) 160-3831,arnette.klabunde@example.com,,2020-04-14T22:34:03.000+0000,2020-04-14T22:34:03.000+0000,000967686407,000716951609,000390453853,000-24-6974
