Id,IsDeleted,MasterRecordId,Name,Type,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,BillingLatitude,BillingLongitude,BillingGeocodeAccuracy,BillingAddress,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,ShippingLatitude,ShippingLongitude,ShippingGeocodeAccuracy,ShippingAddress,Phone,Fax,AccountNumber,Website,PhotoUrl,Sic,Industry,AnnualRevenue,NumberOfEmployees,Ownership,TickerSymbol,Description,Rating,Site,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,LastViewedDate,LastReferencedDate,Jigsaw,JigsawCompanyId,CleanStatus,AccountSource,DunsNumber,Tradestyle,NaicsCode,NaicsDesc,YearStarted,SicDesc,DandbCompanyId,OperatingHoursId
0010U000010rD6TQAU,,,Janel Bartch,Customer,,87 Arizona 87,Coolidge,AZ,85128,USA,,,,"{""city"":""Coolidge"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""85128"",""state"":""AZ"",""street"":""87 Arizona 87""}",87 Arizona 87,Coolidge,AZ,85128,USA,,,,"{""city"":""Coolidge"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""85128"",""state"":""AZ"",""street"":""87 Arizona 87""}",(555) 287-9646,,,,/services/images/photo/0010U000010rD6TQAU,,,,,,,,,,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,,,,,,Pending,,,,,,,,,
0010U000010rD6UQAU,,,Danica Mattler,Customer,,900 Bulldog Run,Rolla,MO,65401,USA,,,,"{""city"":""Rolla"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""65401"",""state"":""MO"",""street"":""900 Bulldog Run""}",900 Bulldog Run,Rolla,MO,65401,USA,,,,"{""city"":""Rolla"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""65401"",""state"":""MO"",""street"":""900 Bulldog Run""}",(555) 916-5920,,,,/services/images/photo/0010U000010rD6UQAU,,,,,,,,,,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,,,,,,Pending,,,,,,,,,
0010U000010rD6VQAU,,,Katerine Zufelt,Customer,,1335 Madison St NE,Salem,OR,97301,USA,,,,"{""city"":""Salem"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""97301"",""state"":""OR"",""street"":""1335 Madison St NE""}",1335 Madison St NE,Salem,OR,97301,USA,,,,"{""city"":""Salem"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""97301"",""state"":""OR"",""street"":""1335 Madison St NE""}",(555) 674-5948,,,,/services/images/photo/0010U000010rD6VQAU,,,,,,,,,,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,,,,,,Pending,,,,,,,,,
0010U000010rD6WQAU,,,Nicolasa Lemle,Customer,,12825 East Mirabeau Parkway,Spokane,WA,99216,USA,,,,"{""city"":""Spokane"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""99216"",""state"":""WA"",""street"":""12825 East Mirabeau Parkway""}",12825 East Mirabeau Parkway,Spokane,WA,99216,USA,,,,"{""city"":""Spokane"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""99216"",""state"":""WA"",""street"":""12825 East Mirabeau Parkway""}",(555) 890-2220,,,,/services/images/photo/0010U000010rD6WQAU,,,,,,,,,,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,,,,,,Pending,,,,,,,,,
0010U000010rD6XQAU,,,Afton Dupuis,Customer,,145 County Road 88,Guffey,CO,80820,USA,,,,"{""city"":""Guffey"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""80820"",""state"":""CO"",""street"":""145 County Road 88""}",145 County Road 88,Guffey,CO,80820,USA,,,,"{""city"":""Guffey"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""80820"",""state"":""CO"",""street"":""145 County Road 88""}",(555) 642-5212,,,,/services/images/photo/0010U000010rD6XQAU,,,,,,,,,,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,,,,,,Pending,,,,,,,,,
0010U000010rD6YQAU,,,Joan Felciano,Customer,,900 Bulldog Run,Rolla,MO,65401,USA,,,,"{""city"":""Rolla"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""65401"",""state"":""MO"",""street"":""900 Bulldog Run""}",900 Bulldog Run,Rolla,MO,65401,USA,,,,"{""city"":""Rolla"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""65401"",""state"":""MO"",""street"":""900 Bulldog Run""}",(555) 435-8998,,,,/services/images/photo/0010U000010rD6YQAU,,,,,,,,,,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,,,,,,Pending,,,,,,,,,
0010U000010rD6ZQAU,,,Fernando Ralphs,Customer,,30208 Lookout Road,Paola,KS,66071,USA,,,,"{""city"":""Paola"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""66071"",""state"":""KS"",""street"":""30208 Lookout Road""}",30208 Lookout Road,Paola,KS,66071,USA,,,,"{""city"":""Paola"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""66071"",""state"":""KS"",""street"":""30208 Lookout Road""}",(555) 658-9384,,,,/services/images/photo/0010U000010rD6ZQAU,,,,,,,,,,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,,,,,,Pending,,,,,,,,,
0010U000010rD6aQAE,,,Dia Gongalves,Customer,,7452 30th Avenue Northeast,Willow City,ND,58384,USA,,,,"{""city"":""Willow City"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""58384"",""state"":""ND"",""street"":""7452 30th Avenue Northeast""}",7452 30th Avenue Northeast,Willow City,ND,58384,USA,,,,"{""city"":""Willow City"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""58384"",""state"":""ND"",""street"":""7452 30th Avenue Northeast""}",(555) 916-9380,,,,/services/images/photo/0010U000010rD6aQAE,,,,,,,,,,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,,,,,,Pending,,,,,,,,,
0010U000010rD6bQAE,,,Steffanie Witczak,Customer,,361 Centennial Parkway,Louisville,CO,80027,USA,,,,"{""city"":""Louisville"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""80027"",""state"":""CO"",""street"":""361 Centennial Parkway""}",361 Centennial Parkway,Louisville,CO,80027,USA,,,,"{""city"":""Louisville"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""80027"",""state"":""CO"",""street"":""361 Centennial Parkway""}",(555) 771-4941,,,,/services/images/photo/0010U000010rD6bQAE,,,,,,,,,,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,,,,,,Pending,,,,,,,,,
0010U000010rD6cQAE,,,Dena Barbosa,Customer,,658 Gibraltar Ct,Milpitas,CA,95035,USA,,,,"{""city"":""Milpitas"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""95035"",""state"":""CA"",""street"":""658 Gibraltar Ct""}",658 Gibraltar Ct,Milpitas,CA,95035,USA,,,,"{""city"":""Milpitas"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""95035"",""state"":""CA"",""street"":""658 Gibraltar Ct""}",(555) 696-7276,,,,/services/images/photo/0010U000010rD6cQAE,,,,,,,,,,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,,,,,,Pending,,,,,,,,,
0010U000010rD6dQAE,,,Lucile Franeo,Customer,,22750 N May Ave,Edmond,OK,73025,USA,,,,"{""city"":""Edmond"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""73025"",""state"":""OK"",""street"":""22750 N May Ave""}",22750 N May Ave,Edmond,OK,73025,USA,,,,"{""city"":""Edmond"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""73025"",""state"":""OK"",""street"":""22750 N May Ave""}",(555) 577-9026,,,,/services/images/photo/0010U000010rD6dQAE,,,,,,,,,,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,,,,,,Pending,,,,,,,,,
0010U000010rD6eQAE,,,Brady Veverka,Customer,,175 Dunlap Road,Craigmont,ID,83523,USA,,,,"{""city"":""Craigmont"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""83523"",""state"":""ID"",""street"":""175 Dunlap Road""}",175 Dunlap Road,Craigmont,ID,83523,USA,,,,"{""city"":""Craigmont"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""83523"",""state"":""ID"",""street"":""175 Dunlap Road""}",(555) 244-1180,,,,/services/images/photo/0010U000010rD6eQAE,,,,,,,,,,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,,,,,,Pending,,,,,,,,,
0010U000010rD6fQAE,,,Allegra Beto,Customer,,10 Bay Street,Toronto,ON,M5J 2R8,Canada,,,,"{""city"":""Toronto"",""country"":""Canada"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""M5J 2R8"",""state"":""ON"",""street"":""10 Bay Street""}",10 Bay Street,Toronto,ON,M5J 2R8,Canada,,,,"{""city"":""Toronto"",""country"":""Canada"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""M5J 2R8"",""state"":""ON"",""street"":""10 Bay Street""}",(555) 575-3673,,,,/services/images/photo/0010U000010rD6fQAE,,,,,,,,,,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,,,,,,Pending,,,,,,,,,
0010U000010rD6gQAE,,,Alla Wolle,Customer,,620 N Westmoreland Rd,DeSoto,TX,75115,USA,,,,"{""city"":""DeSoto"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""75115"",""state"":""TX"",""street"":""620 N Westmoreland Rd""}",620 N Westmoreland Rd,DeSoto,TX,75115,USA,,,,"{""city"":""DeSoto"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""75115"",""state"":""TX"",""street"":""620 N Westmoreland Rd""}",(555) 136-8585,,,,/services/images/photo/0010U000010rD6gQAE,,,,,,,,,,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,,,,,,Pending,,,,,,,,,
0010U000010rD6hQAE,,,Gisele Clemenza,Customer,,1442 2nd Street,Santa Monica,CA,90401,USA,,,,"{""city"":""Santa Monica"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""90401"",""state"":""CA"",""street"":""1442 2nd Street""}",1442 2nd Street,Santa Monica,CA,90401,USA,,,,"{""city"":""Santa Monica"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""90401"",""state"":""CA"",""street"":""1442 2nd Street""}",(555) 930-7514,,,,/services/images/photo/0010U000010rD6hQAE,,,,,,,,,,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,,,,,,Pending,,,,,,,,,
0010U000010rD6iQAE,,,Edmond Mormann,Customer,,361 Centennial Parkway,Louisville,CO,80027,USA,,,,"{""city"":""Louisville"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""80027"",""state"":""CO"",""street"":""361 Centennial Parkway""}",361 Centennial Parkway,Louisville,CO,80027,USA,,,,"{""city"":""Louisville"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""80027"",""state"":""CO"",""street"":""361 Centennial Parkway""}",(555) 631-3454,,,,/services/images/photo/0010U000010rD6iQAE,,,,,,,,,,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,,,,,,Pending,,,,,,,,,
0010U000010rD6jQAE,,,Carter Dunleavy,Customer,,551 Oakdale Rd,Jamestown,NC,27282,USA,,,,"{""city"":""Jamestown"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""27282"",""state"":""NC"",""street"":""551 Oakdale Rd""}",551 Oakdale Rd,Jamestown,NC,27282,USA,,,,"{""city"":""Jamestown"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""27282"",""state"":""NC"",""street"":""551 Oakdale Rd""}",(555) 803-4783,,,,/services/images/photo/0010U000010rD6jQAE,,,,,,,,,,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,,,,,,Pending,,,,,,,,,
0010U000010rD6kQAE,,,Evelina Leich,Customer,,2084 Waelchi Road,Denton,MT,59430,USA,,,,"{""city"":""Denton"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""59430"",""state"":""MT"",""street"":""2084 Waelchi Road""}",2084 Waelchi Road,Denton,MT,59430,USA,,,,"{""city"":""Denton"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""59430"",""state"":""MT"",""street"":""2084 Waelchi Road""}",(555) 515-5363,,,,/services/images/photo/0010U000010rD6kQAE,,,,,,,,,,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,,,,,,Pending,,,,,,,,,
0010U000010rD6lQAE,,,Asha Warshaw,Customer,,10105 Propps St NE,Albuquerque,NM,87112,USA,,,,"{""city"":""Albuquerque"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""87112"",""state"":""NM"",""street"":""10105 Propps St NE""}",10105 Propps St NE,Albuquerque,NM,87112,USA,,,,"{""city"":""Albuquerque"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""87112"",""state"":""NM"",""street"":""10105 Propps St NE""}",(555) 805-8405,,,,/services/images/photo/0010U000010rD6lQAE,,,,,,,,,,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,,,,,,Pending,,,,,,,,,
0010U000010rD6mQAE,,,Jarod Siegal,Customer,,300 Spectrum Center Drive,Irvine,CA,92618,USA,,,,"{""city"":""Irvine"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""92618"",""state"":""CA"",""street"":""300 Spectrum Center Drive""}",300 Spectrum Center Drive,Irvine,CA,92618,USA,,,,"{""city"":""Irvine"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""92618"",""state"":""CA"",""street"":""300 Spectrum Center Drive""}",(555) 465-1114,,,,/services/images/photo/0010U000010rD6mQAE,,,,,,,,,,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,,,,,,Pending,,,,,,,,,
0010U000010rD6nQAE,,,Silas Pelle,Customer,,6010 London Dr,Sunset Valley,TX,78745,USA,,,,"{""city"":""Sunset Valley"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""78745"",""state"":""TX"",""street"":""6010 London Dr""}",6010 London Dr,Sunset Valley,TX,78745,USA,,,,"{""city"":""Sunset Valley"",""country"":""USA"",""geocodeAccuracy"":null,""latitude"":null,""longitude"":null,""postalCode"":""78745"",""state"":""TX"",""street"":""6010 London Dr""}",(555) 893-6508,,,,/services/images/photo/0010U000010rD6nQAE,,,,,,,,,,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,0050U000002zM7qQAE,2020-04-14T22:33:27.000+0000,,,,,,Pending,,,,,,,,,
